brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date,zip_code_encoded,street_encoded
42526.0,0,99000.0,5.0,3.0,0.11,986703.0,Bridgeport,Ohio,43912.0,3043.0,2002-11-12,69900.0,99000.0
45712.0,0,90000.0,4.0,3.0,0.26,690003.0,Austintown,Ohio,44515.0,1080.0,2008-07-31,139900.0,90000.0
67739.0,0,79900.0,2.0,1.0,0.17,1033921.0,Struthers,Ohio,44471.0,1158.0,2011-05-27,95000.0,79900.0
45075.0,0,245000.0,4.0,3.0,0.21,1051743.0,Hubbard,Ohio,44425.0,2650.0,,139900.0,245000.0
68993.0,0,99500.0,4.0,2.0,0.16,119624.0,Columbiana,Ohio,44408.0,2204.0,,184000.0,99500.0
42526.0,0,104900.0,4.0,4.0,0.11,1603470.0,Bridgeport,Ohio,43912.0,2178.0,,69900.0,104900.0
10631.0,0,429444.0,3.0,3.0,0.47,295367.0,Youngstown,Ohio,44515.0,2377.0,,139900.0,429444.0
68993.0,0,89500.0,2.0,1.0,0.39,1330633.0,New Middletown,Ohio,44442.0,990.0,,187450.0,89500.0
42526.0,0,126000.0,3.0,3.0,0.13,1471416.0,Tiltonsville,Ohio,43963.0,2040.0,,87450.0,126000.0
42526.0,0,99900.0,3.0,1.0,0.92,1325816.0,Rayland,Ohio,43943.0,1744.0,,125000.0,114900.0
79431.0,0,86000.0,2.0,2.0,0.66,1577996.0,Youngstown,Ohio,44515.0,1800.0,1986-09-22,139900.0,86000.0
4562.0,0,54900.0,2.0,1.0,0.11,1227150.0,McDonald,Ohio,44437.0,748.0,,123900.0,54900.0
15832.0,0,127900.0,2.0,2.0,0.02,1120558.0,Canfield,Ohio,44406.0,1470.0,,240000.0,125400.0
13252.0,0,4500.0,2.0,1.0,0.23,1213140.0,Niles,Ohio,44446.0,1200.0,2007-10-25,99900.0,4500.0
